"name","track_id","album_id","composer","milliseconds","bytes","unit_price"
"Tuiuti",569,"45","Claudio Martins/David Lima/Kleber Rodrigues/Livre, Cesare Som",259657,8749492,"0.99"
"Tempo Perdido",1690,"140","Renato Russo",302158,9963914,"0.99"
"Third Stone From The Sun",1487,"120","Jimi Hendrix",404453,13186975,"0.99"
"Reggae Music",3049,"241",NULL,245106,8203931,"0.99"
"Three Minutes",2920,"231",NULL,2763666,531556853,"1.99"
"Dirty Love",1954,"160","Clarke/Kilmister/Taylor",176457,5805241,"0.99"
"Fortunate Son",683,"54","J. C. Fogerty",140329,4617559,"0.99"
"Meu Caro Amigo",240,"23",NULL,260257,8778172,"0.99"
"Spirit Walker",2624,"213",NULL,230060,7555897,"0.99"
"The River (Remix)",2715,"219","The Tea Party",343170,11193268,"0.99"
"Eu Amo Você",2770,"223",NULL,242782,7914628,"0.99"
"United Colours",2125,"176","Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",330266,10939131,"0.99"
"Foxy Lady",1479,"120","Jimi Hendrix",199340,6480896,"0.99"
"Meet Kevin Johnson",3347,"261",NULL,2612028,504132981,"1.99"
"Anthem",2413,"196","Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush",264515,8693343,"0.99"
"Podes Crer",289,"26","Bino Farias/Da Gama/Lazão/Toni Garrido",232280,7747747,"0.99"
"S.O.S.",2914,"231",NULL,2639541,517979269,"1.99"
"Satisfação",1726,"142",NULL,208065,6901681,"0.99"
"Temptation",2720,"220","The Tea Party",205244,6719465,"0.99"
"Diamante De Mendigo",2353,"192",NULL,206053,6775101,"0.99"
"O Bicho Tá Pregando",2245,"184",NULL,171964,5683369,"0.99"
"Exodus, Pt. 1",2821,"227",NULL,2621708,475079441,"1.99"
"O Boto (Bôto)",75,"8",NULL,366837,12089673,"0.99"
"Mão Na Cabeça",2244,"184",NULL,202631,6642753,"0.99"
"Please Don't Touch",1955,"160","Heath/Robinson",169926,5557002,"0.99"
"Frantic",1882,"155","Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich",350458,11510849,"0.99"
"Cada Um Cada Um (A Namoradeira)",315,"28",NULL,253492,8441034,"0.99"
"Palhas Do Coqueiro",2343,"191","Rodolfo",133851,4396466,"0.99"
"Thrill Me",2443,"141","Mick Hucknall and Fritz McIntyre",303934,10034711,"0.99"
"Soul Power (Live)",1433,"115","James Brown",260728,8593206,"0.99"
"With Or Without You",3006,"238","U2",299023,9765188,"0.99"
"Querem Meu Sangue",2800,"224","Titãs",212401,7069773,"0.99"
"Pagan Baby",708,"55","J.C. Fogerty",385619,12713813,"0.99"
"Not In Portland",2876,"229",NULL,2637345,510546847,"1.99"
"Friends Will Be Friends",433,"36","Freddie Mercury & John Deacon",248920,8114582,"0.99"
"Distance",3352,"264","Karsh Kale/Vishal Vaid",327122,5327463,"0.99"
"Hallowed Be Thy Name",1321,"104",NULL,447791,10751410,"0.99"
"Nothin' To Lose",1575,"126","Gene Simmons",222354,7351460,"0.99"
"Crushing Day",1498,"121",NULL,314768,5232158,"0.99"
"ZeroVinteUm",2238,"184",NULL,315637,10426550,"0.99"
"Crying In The Rain",3143,"141","Coverdale",337005,10931921,"0.99"
"The Worst",2693,"218","Jagger/Richards",144613,4750094,"0.99"
"Jailbait",1949,"160","Clarke/Kilmister/Taylor",213916,6983609,"0.99"
"Aviso Aos Navegantes",1721,"143",NULL,242808,8058651,"0.99"
"Fireball",761,"60","Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",204721,6714807,"0.99"
"Lady Luck",746,"58","Cook/Coverdale",168202,5501379,"0.99"
"Creeping Death",1880,"154","Metallica",396878,12955593,"0.99"
"Lucky 13",2472,"201","Billy Corgan",189387,6200617,"0.99"
"Beautiful Day",2938,"233","Adam Clayton, Bono, Larry Mullen, The Edge",248163,8056723,"0.99"
"Love Comes",3355,"265","Darius Take One Minwalla/Jon Auer/Ken Stringfellow/Matt Harris",199923,3240609,"0.99"
"Two Fanfares for Orchestra: II. Short Ride in a Fast Machine",3441,"307","John Adams",254930,4310896,"0.99"
"Vou Pra Ai",1522,"123",NULL,300878,10053718,"0.99"
"Rocket Queen",1157,"90",NULL,375349,6185539,"0.99"
"Catch-22",2909,"229",NULL,2561394,489773399,"1.99"
"Brasília 5:31",2055,"167","Herbert Vianna",178337,5857116,"0.99"
"The Outlaw Torn",1852,"151","James Hetfield, Lars Ulrich",588721,19286261,"0.99"
"King Of Dreams",798,"64","Blackmore, Glover, Turner",328385,10733847,"0.99"
"Maraçá",1760,"145","Carlinhos Brown",230008,7621482,"0.99"
"Crystal Ball",2227,"141",NULL,309733,10319296,"0.99"
"Poprocks And Coke",469,"39","Billie Joe Armstrong -Words Green Day -Music",158354,5243078,"0.99"
"A Different Kind Of Blue",2129,"176","Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",120816,3884133,"0.99"
"Vida Boa",222,"21","Fausto Nilo - Armandinho",281730,9411272,"0.99"
"Substitute",2734,"221","Pete Townshend",228022,7409995,"0.99"
"Home Sweet Home",1977,"162","Nikki Sixx/Tommy Lee/Vince Neil",236904,7697538,"0.99"
"Evenflow",2194,"181","Stone Gossard",293720,9622017,"0.99"
"Action",835,"67",NULL,220604,7130830,"0.99"
"Live With Me",2685,"217","Jagger/Richards",234893,7709006,"0.99"
"Principiando/Decolagem",983,"78",NULL,116767,3923789,"0.99"
"Onde Anda Você",648,"52",NULL,168437,5550356,"0.99"
"Sliver",1993,"163","Kurt Cobain",116218,3784567,"0.99"
"Last Cup Of Sorrow",925,"74","Bill Gould/Mike Patton",251663,8221247,"0.99"
"Loud Love",2508,"203","Chris Cornell",297456,9660953,"0.99"
"Exploder",93,"10","Audioslave/Chris Cornell",206053,4948095,"0.99"
"Perfeição",1698,"140","Dado Villa-Lobos/Marcelo Bonfá",276558,9258489,"0.99"
"Bush Doctor",2222,"141",NULL,239751,7942299,"0.99"
"Public Enema Number One",1328,"105","Bruce Dickinson/David Murray",254197,4071587,"0.99"
"Still Life",1340,"106","David Murray/Steve Harris",294347,4710400,"0.99"
"Caxangá",1920,"158","Milton Nascimento, Fernando Brant",245551,8144179,"0.99"
"E.S.P.",611,"49","Miles Davis",330684,11079866,"0.99"
"Motorbreath",1831,"150","James Hetfield",188395,6153933,"0.99"
"Let Me Love You Baby",2535,"205","Willie Dixon",164127,5378455,"0.99"
"Comin' Home",1562,"126","Paul Stanley, Ace Frehley",172068,5661120,"0.99"
"Numb",3030,"240","U2; Edge, The",260284,8577861,"0.99"
"Somebody To Love",2263,"185","Mercury, Freddie",297351,9650520,"0.99"
"Dazed And Confused",1581,"127","Jimmy Page/Led Zeppelin",1116734,36052247,"0.99"
"Have It All",1011,"81","Foo Fighters",298057,9729292,"0.99"
"Van Diemen's Land",2988,"237","Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",186044,5990280,"0.99"
"Life Wasted",2165,"179","Stone Gossard",234344,7610169,"0.99"
"Endless Deep",2961,"234","U2",179879,5899070,"0.99"
"Beijo do Olhar",1962,"161","Mônica Marianno",252682,8369029,"0.99"
"Smoke On The Water",777,"61","Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord, Ian Paice",464378,15180849,"0.99"
"She Give Me ...",491,"40","David Coverdale",252551,8385478,"0.99"
"Poor Tom",1588,"128","Jimmy Page/Robert Plant",182491,6016220,"0.99"
"Rock On",2483,"201","David Cook",366471,12133825,"0.99"
"#9 Dream",3254,"255",NULL,278312,4506425,"0.99"
"Let's See Action",2745,"221","Pete Townshend",243513,8078418,"0.99"
"The Client",3184,"250",NULL,1299341,253836788,"1.99"
"Drain You",2010,"164","Kurt Cobain",223973,7273440,"0.99"
"Revelations",1291,"102","Dickinson",371826,8926021,"0.99"
"Juventude Transviada (Ao Vivo)",729,"56",NULL,278622,9183808,"0.99"
"A Midsummer Night's Dream, Op.61 Incidental Music: No.7 Notturno",3481,"326",NULL,387826,6497867,"0.99"
"Domingo",2808,"225","Sérgio Britto/Toni Bellotto",208613,6883180,"0.99"
"War (The Process)",2609,"212","Billy Duffy/Ian Astbury",252630,8254842,"0.99"
"Sincero Breu",2052,"167","C. A./C.A./Celso Alvim/Herbert Vianna/Mário Moura/Pedro Luís/Sidon Silva",208013,6921669,"0.99"
"No More Tears",142,"14",NULL,555075,18041629,"0.99"
"I Would Do For You",3040,"241",NULL,334524,11193602,"0.99"
"Evil Ways",2428,"198",NULL,475402,15289235,"0.99"
"Running Free",2146,"177","Paul Di'Anno/Steve Harris",199706,6483496,"0.99"
"[untitled]",2505,"202","Billy Corgan",231784,7689713,"0.99"
"O Mestre-Sala dos Mares",878,"71",NULL,186226,6180414,"0.99"
"War Pigs",3336,"260",NULL,234013,8052374,"0.99"
"Brumário",1727,"142",NULL,216241,7243499,"0.99"
"I Don't Live Today",1484,"120","Jimi Hendrix",235311,7661214,"0.99"
"House of the Rising Sun",2873,"230",NULL,2590032,210379525,"1.99"
"Naked In The Rain",2369,"193","Anthony Kiedis/Chad Smith/Flea/John Frusciante",265717,8724674,"0.99"
"Linha Do Horizonte",397,"34","Vários",279484,9275929,"0.99"
"Stone Free",1491,"120","Jimi Hendrix",216293,7002331,"0.99"
"Warning",155,"16",NULL,212062,6893363,"0.99"
"Vital E Sua Moto",2083,"169",NULL,210207,6902878,"0.99"
"Spanish Eyes",2950,"234","U2",196702,6392710,"0.99"
"Time After Time",618,"49","Miles Davis",220734,7292197,"0.99"
"Cornucopia",162,"17","Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",234814,7653880,"0.99"
"Fascinação",885,"71",NULL,180793,5793959,"0.99"
"Where Did I Go Wrong",3039,"241",NULL,226742,7485054,"0.99"
"Phantom Of The Opera",2147,"177","Steve Harris",418168,13585530,"0.99"
"Live and Let Die",1160,"91",NULL,184016,3203390,"0.99"
"Taking a Break from All Your Worries",2831,"227",NULL,2624207,492700163,"1.99"
"Moby Dick",1669,"138","John Bonham/John Paul Jones",766354,25345841,"0.99"
"High Ball Shooter",813,"65","D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore",267833,8772471,"0.99"
"Posso Até Me Apaixonar",3147,"248","Dudu Nobre",200698,6735526,"0.99"
"The Number Of The Beast",1295,"102","Harris",275121,6605094,"0.99"
"Panama",3071,"243","Edward Van Halen, Alex Van Halen, David Lee Roth",211853,6921784,"0.99"
"Felicidade Urgente",321,"28",NULL,266605,8873358,"0.99"
"Blood",2210,"182","Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard",170631,5551478,"0.99"
"New Year's Day",3005,"238","U2",258925,8491818,"0.99"
"Hereditário",2791,"224","Titãs",151693,5020547,"0.99"
"Swing Low Sweet Chariot",902,"72","Clapton/Trad. Arr. Clapton",208143,6896288,"0.99"
"Mary Jane",46,"6","Alanis Morissette & Glenn Ballard",280607,9163588,"0.99"
"Freestyle Love",3335,"259",NULL,318484,12741680,"0.99"
"Tailgunner",1325,"105","Bruce Dickinson/Steve Harris",255582,4089856,"0.99"
"The Fight",3183,"250",NULL,1320028,277149457,"1.99"
"Lookin' Out My Back Door",688,"54","J. C. Fogerty",152946,5034670,"0.99"
"Mágica",2020,"165",NULL,233743,7627348,"0.99"
"Ironic",47,"6","Alanis Morissette & Glenn Ballard",229825,7598866,"0.99"
"O Bêbado e a Equilibrista",877,"71",NULL,223059,7306143,"0.99"
"Um Amor, Um Lugar",2047,"167","Herbert Vianna",184555,6090334,"0.99"
"Assim Caminha A Humanidade",1717,"142",NULL,210755,6993763,"0.99"
"Cidade",272,"25",NULL,216346,7241817,"0.99"
"Ramshackle Man",821,"66","roger glover",334445,10874679,"0.99"
"I Can't Explain",3296,"257",NULL,205332,3482099,"0.99"
"Caffeine",936,"75",NULL,267937,8747367,"0.99"
"Sad But True",1802,"148","Ulrich",324754,10541258,"0.99"
"L.A. Is My Lady",1056,"83","alan bergman/marilyn bergman/peggy lipton jones/quincy jones",193175,6378511,"0.99"
"The Longest Day",1205,"94",NULL,467810,7785748,"0.99"
"Borogodo",1543,"124","João Suplicy",208457,7104588,"0.99"
"Don't Stop Me Now",2260,"185","Mercury, Freddie",211826,6896666,"0.99"
"Bitter Suite: Brief Encounter / Lost Weekend / Blue Angel",1748,"144","Kelly, Mosley, Rothery, Trewaves",356493,11791068,"0.99"
"Pura Elegancia",1532,"124","João Suplicy",284107,9632269,"0.99"
"Zither",2306,"189","Bill Berry-Peter Buck-Mike Mills-Michael Stipe",154148,5032962,"0.99"
"2 X 4",1840,"151","James Hetfield, Lars Ulrich, Kirk Hammett",328254,10732251,"0.99"
"Último Pau-De-Arara",1077,"85","Corumbá/José Gumarães/Venancio",200437,6638563,"0.99"
"Get In The Ring",1178,"92","Duff McKagan/Slash/W. Axl Rose",341054,11134105,"0.99"
"Weekend Warrior",1266,"99","Janick Gers/Steve Harris",339748,13594678,"0.99"
"Eclipse Oculto",209,"21","Caetano Veloso",221936,7382703,"0.99"
"Par Avion",2895,"229",NULL,2629879,517079642,"1.99"
"War of the Gods, Pt. 2",3241,"253",NULL,2923381,487899692,"1.99"
"School",1987,"163","Kurt Cobain",160235,5234885,"0.99"
"American Gothic",2615,"212","Billy Duffy/Ian Astbury",236878,7739840,"0.99"
"American Idiot",1133,"89","Billie Joe Armstrong, Mike Dirnt, Tré Cool",174419,5705793,"0.99"
"Pela Luz Dos Olhos Teus",3117,"247",NULL,119196,3905715,"0.99"
"My World",1187,"92","W. Axl Rose",84532,2764045,"0.99"
"Times Like These",1012,"81","Foo Fighters",266370,8624691,"0.99"
"Camarão que Dorme e Onda Leva",3159,"248","Acyi Marques/Arlindo Bruz/Braço, Beto Sem/Zeca Pagodinho",299102,10012231,"0.99"
"The Wake-Up Bomb",2297,"189","Bill Berry-Peter Buck-Mike Mills-Michael Stipe",308532,10077337,"0.99"
"We Will Rock You",2269,"185","Deacon, John/May, Brian",122880,4026955,"0.99"
"You Shook Me(2)",349,"30","J B Lenoir/Willie Dixon",619467,20138673,"0.99"
"Your Time Is Gonna Come",3225,"252","Page, Jones",310774,5126563,"0.99"
"Sometimes You Can't Make It On Your Own",2966,"235","Adam Clayton, Bono, Larry Mullen & The Edge",308976,10112863,"0.99"
"Minha Fé",3161,"248","Murilão",206994,6981474,"0.99"
"Bicycle Race",2258,"185","Mercury, Freddie",183823,6012409,"0.99"
"Animal",2205,"182","Dave Abbruzzese/Eddie Vedder/Jeff Ament/Mike McCready/Stone Gossard",169325,5503459,"0.99"
"Giz",1699,"140","Dado Villa-Lobos/Marcelo Bonfá",202213,6677671,"0.99"
"Make Love Like A Man",836,"67",NULL,255660,8309725,"0.99"
"Um Jantar Pra Dois",587,"47",NULL,244009,8021589,"0.99"
"Space Truckin'",785,"62","Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover",272796,8981030,"0.99"
"L'Arc En Ciel De Miles",1192,"93","Kevin Robinson/Richard Bull",242390,8053997,"0.99"
"Some Days Are Better Than Others",3034,"240","U2; Bono",257436,8417690,"0.99"
"The Three Sunrises",2949,"234","U2",234788,7717990,"0.99"
"Seventh Son of a Seventh Son",1375,"110","Steve Harris",593580,14249000,"0.99"
"Sonata for Solo Violin: IV: Presto",3480,"325","Béla Bartók",299350,9785346,"0.99"
"Ando Meio Desligado",530,"42","Arnaldo Baptista - Rita Lee -  Sérgio Dias",287817,9484504,"0.99"
"Espere Por Mim, Morena",514,"41","Gonzaguinha",207072,6796523,"0.99"
"What A Day",960,"76","Mike Bordin, Billy Gould, Mike Patton",158275,5203430,"0.99"
"Samba Pra Endrigo",3123,"247",NULL,259265,8823551,"0.99"
"Longe Do Meu Lado",1674,"139","Renato Russo - Marcelo Bonfá",266161,8655249,"0.99"
"De Ja Vu",1385,"111","David Murray/Steve Harris",296176,7113035,"0.99"
"The Four Horsemen",1830,"150","James Hetfield, Lars Ulrich, Dave Mustaine",433188,14178138,"0.99"
"Sons Of Freedom",2124,"175","Jimmy Page, Robert Plant, Charlie Jones, Michael Lee",246465,8087944,"0.99"
"Prostituta",3321,"259",NULL,359000,14362307,"0.99"
"Carol",120,"12","Chuck Berry",143830,2306019,"0.99"
"The Lady Is A Tramp",1052,"83","lorenz hart/richard rodgers",184111,5987372,"0.99"
"A Volta Da Asa Branca",1082,"85","Luiz Gonzaga/Zé Dantas",271020,9098093,"0.99"
"Fairies Wear Boots",3279,"256",NULL,392764,6315916,"0.99"
"Walter's Walk",1590,"128","Jimmy Page, Robert Plant",270785,8712499,"0.99"
"Funk Hum",1063,"84",NULL,244453,8084475,"0.99"
"Pavan, Lachrimae Antiquae",3453,"319","John Dowland",253281,4211495,"0.99"
"Eine Kleine Nachtmusik Serenade In G, K. 525: I. Allegro",3412,"281","Wolfgang Amadeus Mozart",348971,5760129,"0.99"
"?",2918,"231",NULL,2782333,528227089,"1.99"
"Powerslave",1350,"107","Dickinson",407823,9791106,"0.99"
"Like A Song...",3021,"239","U2",287294,9365379,"0.99"
"Beth",1574,"126","Peter Criss, Stan Penridge, Bob Ezrin",170187,5577807,"0.99"
"22 Acacia Avenue",1387,"112","Adrian Smith/Steve Harris",395572,5542516,"0.99"
"N.I.B.",152,"16",NULL,368770,12029390,"0.99"
"Rock Bottom",1569,"126","Paul Stanley, Ace Frehley",200594,6560818,"0.99"
"Água E Fogo",2449,"199","Chico Amaral/Edgard Scandurra/Samuel Rosa",278987,9272272,"0.99"
"If You Don't Know Me By Now",2440,"141","Kenny Gamble and Leon Huff",206524,6712634,"0.99"
"Hots On For Nowhere",1660,"136","Jimmy Page/Robert Plant",284107,9342342,"0.99"
"Achilles Last Stand",1655,"136","Jimmy Page/Robert Plant",625502,20593955,"0.99"
"On The Mend",1005,"80","Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",271908,9071997,"0.99"
"Fire in the Hole",3098,"245","Van Halen",331728,10846768,"0.99"
"One Step Closer",2972,"235","Adam Clayton, Bono, Larry Mullen & The Edge",231680,7512912,"0.99"
"Michael's Birthday",3196,"250",NULL,1237791,247238398,"1.99"
"Fire + Water",2892,"231",NULL,2600333,488458695,"1.99"
"Nene 2001",363,"32",NULL,284969,9694508,"0.99"
"Going To California",1583,"127","Robert Plant",234605,7646749,"0.99"
"Tease Me Please Me",3297,"257",NULL,287229,4811894,"0.99"
"Back Door Man",2645,"214","Willie Dixon, C. Burnett",214360,7035636,"0.99"
"Solar",1926,"158","Milton Nascimento, Fernando Brant",156212,5098288,"0.99"
"Deep Waters",1191,"93","Richard Bull",396460,13075359,"0.99"
"07 - Strange World",1274,"100","Steve Harris",332460,7981184,"0.99"
"Angel",2447,"141","Carolyn Franklin and Sonny Saunders",240561,7880256,"0.99"
"Miles Ahead",1906,"157","Miles Davis, Gil Evans",209893,6807707,"0.99"
"Living On Love",496,"40","Bossi/David Coverdale/Earl Slick",391549,12785876,"0.99"
"Performance Review",3185,"250",NULL,1292458,256143822,"1.99"
"Flying High Again",2103,"174","O. Osbourne, R. Daisley, R. Rhoads, L. Kerslake",261224,8481822,"0.99"
"Glitter",1974,"162","Bryan Adams/Nikki Sixx/Scott Humphrey",340114,11184094,"0.99"
"RV",938,"75",NULL,223242,7288162,"0.99"
"The Office: An American Workplace (Pilot)",3172,"249",NULL,1380833,290482361,"1.99"
"My Kind Of Town",1044,"83","jimmy van heusen/sammy cahn",188499,6119915,"0.99"
"Walkabout",2868,"230",NULL,2587370,207748198,"1.99"
"Pétala",851,"69",NULL,270080,8856165,"0.99"
"Closer To The Heart",2414,"196","Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush",175412,5767005,"0.99"
"Baião Da Penha",1074,"85",NULL,247928,8393047,"0.99"
"Hell Ain't A Bad Place To Be",21,"4","AC/DC",254380,8331286,"0.99"
"Quase Um Segundo",2088,"169",NULL,275644,8971355,"0.99"
"No Futuro",1535,"124","João Suplicy",182308,6056200,"0.99"
"Família",2784,"224","Titãs",218331,7267458,"0.99"
"You Could Be Mine",1185,"92","Izzy Stradlin'/W. Axl Rose",343875,11207355,"0.99"
"Times of Trouble",3370,"269",NULL,342539,5795951,"0.99"
"Hot Dog",1606,"130","Jimmy Page & Robert Plant",197198,6536167,"0.99"
"Sound of a Gun",3391,"271",NULL,260154,4234990,"0.99"
"Iron Maiden",2148,"177","Steve Harris",235232,7600077,"0.99"
"Anya",818,"66","jon lord/roger glover",392437,12754921,"0.99"
"Intro / Stronger Than Me",3467,"322",NULL,234200,3832165,"0.99"
"Long Tall Sally",112,"12","Enotris Johnson/Little Richard/Robert Bumps Blackwell",106396,1707084,"0.99"
"The Seeker",2742,"221","Pete Townshend",204643,6736866,"0.99"
"Prowler",2141,"177","Steve Harris",240274,7782963,"0.99"
"Unfinished Business",2827,"227",NULL,2622038,528499160,"1.99"
"Hot Girl",3177,"249",NULL,1325458,267836576,"1.99"
"Out Of The Silent Planet",1243,"97","Bruce Dickinson/Janick Gers/Steve Harris",385541,15423616,"0.99"
"Destitute Illusions",1449,"117","Derrick McKenzie/Jay Kay/Toby Smith",340218,11452651,"0.99"
"Bass Trap",2953,"234","U2",213289,6834107,"0.99"
"The Lemon Song",1629,"133","Jimmy Page, Robert Plant, John Paul Jones, John Bonham",379141,12463496,"0.99"
"Corpo De Lama",255,"24","Chico Science",232672,7714954,"0.99"
"Poeira",2019,"165",NULL,267075,8784141,"0.99"
"Releasing The Demons",1128,"88","Sully Erna",252760,8276372,"0.99"
"Construção / Deus Lhe Pague",245,"23",NULL,383059,12675305,"0.99"
"A Cor Do Sol",298,"26","Bernardo Vilhena/Da Gama/Lazão",231392,7663348,"0.99"
"Drug Testing",3197,"250",NULL,1278625,244626927,"1.99"
"Hot Pants Pt.1",1432,"115","Fred Wesley/James Brown",188212,6295110,"0.99"
"Baltar's Escape",3246,"253",NULL,2922088,525564224,"1.99"
"Hey Cisco",795,"63","Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",354089,11600029,"0.99"
"If You Have To Ask",2359,"193","Anthony Kiedis/Chad Smith/Flea/John Frusciante",216790,7199175,"0.99"
"Sina",874,"70","Djavan",268173,8906539,"0.99"
"Paisagem Na Janela",1918,"158","Lô Borges, Fernando Brant",197694,6523547,"0.99"
"Sozinho (Hitmakers Classic Mix)",223,"22",NULL,436636,14462072,"0.99"
"Run To The Hills",1318,"104",NULL,235859,5665052,"0.99"
"The Number Of The Beast",1393,"112","Steve Harris",293407,11737216,"0.99"
"Children Of The Grave",2108,"174","A. F. Iommi, W. Ward, T. Butler, J. Osbourne",357067,11626740,"0.99"
"Star A.D.",953,"76","Mike Bordin, Billy Gould, Mike Patton",203807,6747658,"0.99"
"Company Man",2854,"228",NULL,2601226,493168135,"1.99"
"Easy",948,"75",NULL,185835,6073008,"0.99"
"Tradição",567,"45","Adalto Magalha/Lourenco",269165,9114880,"0.99"
"There Goes The Neighborhood",177,"18",NULL,350171,11443471,"0.99"
"Damage Inc.",1860,"152","K.Hammett",330919,10725029,"0.99"
"Until We Fall",3392,"271",NULL,230758,3766605,"0.99"
"Canção Noturna",2453,"199","Chico Amaral/Lelo Zanettik",238628,7874774,"0.99"
